image_path,filename,category,crop,disease,treatment,is_healthy
kaggle_images/Pepper__bell___Bacterial_spot_924c8aa8-14ac-4b67-847b-900965799792___JR_B.Spot 3169.JPG,Pepper__bell___Bacterial_spot_924c8aa8-14ac-4b67-847b-900965799792___JR_B.Spot 3169.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_92539ab8-1ccd-43c8-8b1a-d734a031eb5a___JR_B.Spot 3186.JPG,Pepper__bell___Bacterial_spot_92539ab8-1ccd-43c8-8b1a-d734a031eb5a___JR_B.Spot 3186.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_937f93b6-2ecd-4129-9995-e0473d498335___NREC_B.Spot 9045.JPG,Pepper__bell___Bacterial_spot_937f93b6-2ecd-4129-9995-e0473d498335___NREC_B.Spot 9045.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_94096850-51ab-4a15-bac0-61390e9b0d45___NREC_B.Spot 9080.JPG,Pepper__bell___Bacterial_spot_94096850-51ab-4a15-bac0-61390e9b0d45___NREC_B.Spot 9080.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9435d4a5-e198-4c46-8a90-a888cb2e7267___JR_B.Spot 3316.JPG,Pepper__bell___Bacterial_spot_9435d4a5-e198-4c46-8a90-a888cb2e7267___JR_B.Spot 3316.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_948bc0e0-8552-426a-898f-270b9573c28f___NREC_B.Spot 9062.JPG,Pepper__bell___Bacterial_spot_948bc0e0-8552-426a-898f-270b9573c28f___NREC_B.Spot 9062.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_94b1fbe4-4a9d-4237-a6ca-41a6db87d654___JR_B.Spot 3242.JPG,Pepper__bell___Bacterial_spot_94b1fbe4-4a9d-4237-a6ca-41a6db87d654___JR_B.Spot 3242.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_94c2cf91-17c3-4ee1-b8f2-b20103e1c14f___NREC_B.Spot 9094.JPG,Pepper__bell___Bacterial_spot_94c2cf91-17c3-4ee1-b8f2-b20103e1c14f___NREC_B.Spot 9094.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_94f00ecd-184d-40ee-a7e9-d6feb19402cb___JR_B.Spot 8957.JPG,Pepper__bell___Bacterial_spot_94f00ecd-184d-40ee-a7e9-d6feb19402cb___JR_B.Spot 8957.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_95238fdb-d39b-40cb-b644-143e66befcc1___JR_B.Spot 3151.JPG,Pepper__bell___Bacterial_spot_95238fdb-d39b-40cb-b644-143e66befcc1___JR_B.Spot 3151.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_952535f2-d337-434c-90e4-0be62ad20db9___JR_B.Spot 3348.JPG,Pepper__bell___Bacterial_spot_952535f2-d337-434c-90e4-0be62ad20db9___JR_B.Spot 3348.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_952824e6-01bc-4b00-b893-18546066d084___NREC_B.Spot 9246.JPG,Pepper__bell___Bacterial_spot_952824e6-01bc-4b00-b893-18546066d084___NREC_B.Spot 9246.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_95846c59-3b47-477f-93f1-4f857099be3d___NREC_B.Spot 9203.JPG,Pepper__bell___Bacterial_spot_95846c59-3b47-477f-93f1-4f857099be3d___NREC_B.Spot 9203.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_95acdbc4-f47e-445b-9dca-f194911f9cb3___JR_B.Spot 3283.JPG,Pepper__bell___Bacterial_spot_95acdbc4-f47e-445b-9dca-f194911f9cb3___JR_B.Spot 3283.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_968ac529-2487-4400-b495-423d49d69831___NREC_B.Spot 9238.JPG,Pepper__bell___Bacterial_spot_968ac529-2487-4400-b495-423d49d69831___NREC_B.Spot 9238.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_96924079-4bc2-46f0-8eee-1e7e06bf559a___JR_B.Spot 3279.JPG,Pepper__bell___Bacterial_spot_96924079-4bc2-46f0-8eee-1e7e06bf559a___JR_B.Spot 3279.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_969f1458-b7a9-4880-9759-05b0005c978e___JR_B.Spot 8978.JPG,Pepper__bell___Bacterial_spot_969f1458-b7a9-4880-9759-05b0005c978e___JR_B.Spot 8978.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_96f532cf-0f68-421f-824e-4bc6e1dc6925___JR_B.Spot 3168.JPG,Pepper__bell___Bacterial_spot_96f532cf-0f68-421f-824e-4bc6e1dc6925___JR_B.Spot 3168.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_971daa99-7eea-4163-9a1e-3eebd7081f0e___JR_B.Spot 3271.JPG,Pepper__bell___Bacterial_spot_971daa99-7eea-4163-9a1e-3eebd7081f0e___JR_B.Spot 3271.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9728896c-149f-415b-86b3-ef5b95dd9143___JR_B.Spot 8862.JPG,Pepper__bell___Bacterial_spot_9728896c-149f-415b-86b3-ef5b95dd9143___JR_B.Spot 8862.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_975b25df-a4d7-4aca-b1b9-312487544eaa___JR_B.Spot 8830.JPG,Pepper__bell___Bacterial_spot_975b25df-a4d7-4aca-b1b9-312487544eaa___JR_B.Spot 8830.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_976a6621-9c5a-4c7b-a045-fdceff04d081___JR_B.Spot 3108.JPG,Pepper__bell___Bacterial_spot_976a6621-9c5a-4c7b-a045-fdceff04d081___JR_B.Spot 3108.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_97b1492e-13ef-44f3-aa9d-de01444499db___JR_B.Spot 3219.JPG,Pepper__bell___Bacterial_spot_97b1492e-13ef-44f3-aa9d-de01444499db___JR_B.Spot 3219.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_97fa8b63-1a92-4760-802c-2acfecc67e65___JR_B.Spot 8827.JPG,Pepper__bell___Bacterial_spot_97fa8b63-1a92-4760-802c-2acfecc67e65___JR_B.Spot 8827.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_98558acc-09f4-4d2f-bdff-5e8e915ea606___NREC_B.Spot 9141.JPG,Pepper__bell___Bacterial_spot_98558acc-09f4-4d2f-bdff-5e8e915ea606___NREC_B.Spot 9141.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_98911982-d13f-45f3-a098-bacf2924c154___NREC_B.Spot 1851.JPG,Pepper__bell___Bacterial_spot_98911982-d13f-45f3-a098-bacf2924c154___NREC_B.Spot 1851.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_993094d0-de25-4e57-9fa3-4a92b3464e32___NREC_B.Spot 1939.JPG,Pepper__bell___Bacterial_spot_993094d0-de25-4e57-9fa3-4a92b3464e32___NREC_B.Spot 1939.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_99459f72-cff7-48d1-bc22-f50f61a4abd6___NREC_B.Spot 9067.JPG,Pepper__bell___Bacterial_spot_99459f72-cff7-48d1-bc22-f50f61a4abd6___NREC_B.Spot 9067.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_994dd8b0-a87e-485a-be38-cb01b8843e44___JR_B.Spot 8857.JPG,Pepper__bell___Bacterial_spot_994dd8b0-a87e-485a-be38-cb01b8843e44___JR_B.Spot 8857.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_99a07bbb-44a9-48b2-ae4e-306e4282802c___NREC_B.Spot 9064.JPG,Pepper__bell___Bacterial_spot_99a07bbb-44a9-48b2-ae4e-306e4282802c___NREC_B.Spot 9064.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_99cd2ddf-fb89-41c3-91cc-0697293b3d9f___NREC_B.Spot 1948.JPG,Pepper__bell___Bacterial_spot_99cd2ddf-fb89-41c3-91cc-0697293b3d9f___NREC_B.Spot 1948.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9a1c088a-e800-4de1-bf37-c41fcdd14905___NREC_B.Spot 1950.JPG,Pepper__bell___Bacterial_spot_9a1c088a-e800-4de1-bf37-c41fcdd14905___NREC_B.Spot 1950.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9abd1ec5-33f5-418d-8527-c894dd7739d7___JR_B.Spot 9064.JPG,Pepper__bell___Bacterial_spot_9abd1ec5-33f5-418d-8527-c894dd7739d7___JR_B.Spot 9064.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9b6eb8ee-3365-49e7-aa5c-b988cc726923___NREC_B.Spot 1792.JPG,Pepper__bell___Bacterial_spot_9b6eb8ee-3365-49e7-aa5c-b988cc726923___NREC_B.Spot 1792.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9b962d06-896a-4b66-8688-89e5024f8f84___JR_B.Spot 8878.JPG,Pepper__bell___Bacterial_spot_9b962d06-896a-4b66-8688-89e5024f8f84___JR_B.Spot 8878.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9bb027f3-c76e-4d97-8564-8af1632dd3a9___JR_B.Spot 3217.JPG,Pepper__bell___Bacterial_spot_9bb027f3-c76e-4d97-8564-8af1632dd3a9___JR_B.Spot 3217.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9be6504b-0be3-4169-80dd-139f579504a3___JR_B.Spot 8963.JPG,Pepper__bell___Bacterial_spot_9be6504b-0be3-4169-80dd-139f579504a3___JR_B.Spot 8963.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9bf474f8-9a60-47b8-acdb-06ab32363f4c___JR_B.Spot 3353.JPG,Pepper__bell___Bacterial_spot_9bf474f8-9a60-47b8-acdb-06ab32363f4c___JR_B.Spot 3353.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9c177d44-9a9a-42b3-8107-6ce88f258d28___JR_B.Spot 9043.JPG,Pepper__bell___Bacterial_spot_9c177d44-9a9a-42b3-8107-6ce88f258d28___JR_B.Spot 9043.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9c23ddea-18e9-4b79-b890-77c6077d8966___JR_B.Spot 3195.JPG,Pepper__bell___Bacterial_spot_9c23ddea-18e9-4b79-b890-77c6077d8966___JR_B.Spot 3195.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9ca76941-11cf-4c52-a63f-6f2b8bc0e5a6___JR_B.Spot 8842.JPG,Pepper__bell___Bacterial_spot_9ca76941-11cf-4c52-a63f-6f2b8bc0e5a6___JR_B.Spot 8842.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9cb626a6-67a9-449d-806e-e2fb89345d65___NREC_B.Spot 1788.JPG,Pepper__bell___Bacterial_spot_9cb626a6-67a9-449d-806e-e2fb89345d65___NREC_B.Spot 1788.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9cee73cb-272f-4121-b82d-c8c2b3ca71a0___NREC_B.Spot 1813.JPG,Pepper__bell___Bacterial_spot_9cee73cb-272f-4121-b82d-c8c2b3ca71a0___NREC_B.Spot 1813.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9d26dd65-36c0-4ff0-a1b8-5e6e7ea5e058___JR_B.Spot 8991.JPG,Pepper__bell___Bacterial_spot_9d26dd65-36c0-4ff0-a1b8-5e6e7ea5e058___JR_B.Spot 8991.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9dbff8df-4ad1-46ec-96d7-4f35a27e2d5d___JR_B.Spot 8987.JPG,Pepper__bell___Bacterial_spot_9dbff8df-4ad1-46ec-96d7-4f35a27e2d5d___JR_B.Spot 8987.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9df5753b-f4d3-440f-a8a2-3140875436c2___JR_B.Spot 3171.JPG,Pepper__bell___Bacterial_spot_9df5753b-f4d3-440f-a8a2-3140875436c2___JR_B.Spot 3171.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9e49a6d8-11fa-4d46-9f2d-9580da511696___NREC_B.Spot 1930.JPG,Pepper__bell___Bacterial_spot_9e49a6d8-11fa-4d46-9f2d-9580da511696___NREC_B.Spot 1930.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9e501de6-b39a-4a9c-b5f7-f55a246c02b6___NREC_B.Spot 9207.JPG,Pepper__bell___Bacterial_spot_9e501de6-b39a-4a9c-b5f7-f55a246c02b6___NREC_B.Spot 9207.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9e51a122-2ee0-476d-9a0e-a7f059dfd290___NREC_B.Spot 1878.JPG,Pepper__bell___Bacterial_spot_9e51a122-2ee0-476d-9a0e-a7f059dfd290___NREC_B.Spot 1878.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9ef2ed30-14d6-4711-92b3-9a9fbf435c9f___NREC_B.Spot 9049.JPG,Pepper__bell___Bacterial_spot_9ef2ed30-14d6-4711-92b3-9a9fbf435c9f___NREC_B.Spot 9049.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9f36da2c-ab51-4fff-b394-ad22b15508eb___JR_B.Spot 9032.JPG,Pepper__bell___Bacterial_spot_9f36da2c-ab51-4fff-b394-ad22b15508eb___JR_B.Spot 9032.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9f3a7e14-bd0e-48ea-89c3-9c3bd743fb19___NREC_B.Spot 1956.JPG,Pepper__bell___Bacterial_spot_9f3a7e14-bd0e-48ea-89c3-9c3bd743fb19___NREC_B.Spot 1956.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9f5e1d6f-380f-4b88-a376-780f1fe8f8f9___JR_B.Spot 8852.JPG,Pepper__bell___Bacterial_spot_9f5e1d6f-380f-4b88-a376-780f1fe8f8f9___JR_B.Spot 8852.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_9fe2f333-6a6b-48d2-b4d7-e56bda54a2d5___JR_B.Spot 8979.JPG,Pepper__bell___Bacterial_spot_9fe2f333-6a6b-48d2-b4d7-e56bda54a2d5___JR_B.Spot 8979.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a019b8ae-20de-4f0b-978e-0c4e142c697d___JR_B.Spot 9059.JPG,Pepper__bell___Bacterial_spot_a019b8ae-20de-4f0b-978e-0c4e142c697d___JR_B.Spot 9059.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a020fc8f-13d9-47d9-9a06-cf5dcf87c2c3___JR_B.Spot 8896.JPG,Pepper__bell___Bacterial_spot_a020fc8f-13d9-47d9-9a06-cf5dcf87c2c3___JR_B.Spot 8896.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a15291c3-e639-42d5-b22d-ed147c6453be___JR_B.Spot 3134.JPG,Pepper__bell___Bacterial_spot_a15291c3-e639-42d5-b22d-ed147c6453be___JR_B.Spot 3134.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a163c949-fc6a-4f51-94ea-18caf6930630___JR_B.Spot 3338.JPG,Pepper__bell___Bacterial_spot_a163c949-fc6a-4f51-94ea-18caf6930630___JR_B.Spot 3338.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a18e15a9-8127-4a41-aac4-e95c53392b26___NREC_B.Spot 1877.JPG,Pepper__bell___Bacterial_spot_a18e15a9-8127-4a41-aac4-e95c53392b26___NREC_B.Spot 1877.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a1e5160a-2a84-4b52-b765-4fbc507682a8___JR_B.Spot 3266.JPG,Pepper__bell___Bacterial_spot_a1e5160a-2a84-4b52-b765-4fbc507682a8___JR_B.Spot 3266.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a1e9e014-6dba-4e27-9990-bff1cb95c5d5___JR_B.Spot 9026.JPG,Pepper__bell___Bacterial_spot_a1e9e014-6dba-4e27-9990-bff1cb95c5d5___JR_B.Spot 9026.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a2237a92-dce1-469e-ba88-657d40f55319___NREC_B.Spot 9122.JPG,Pepper__bell___Bacterial_spot_a2237a92-dce1-469e-ba88-657d40f55319___NREC_B.Spot 9122.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a24c601d-1eb2-4a9b-ac22-30503b964349___NREC_B.Spot 1915.JPG,Pepper__bell___Bacterial_spot_a24c601d-1eb2-4a9b-ac22-30503b964349___NREC_B.Spot 1915.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a27ea599-79a4-4eea-80c8-f83734e2b68d___NREC_B.Spot 1963.JPG,Pepper__bell___Bacterial_spot_a27ea599-79a4-4eea-80c8-f83734e2b68d___NREC_B.Spot 1963.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a30b2b1d-6dd4-4322-8950-f85c5b946c5a___NREC_B.Spot 9152.JPG,Pepper__bell___Bacterial_spot_a30b2b1d-6dd4-4322-8950-f85c5b946c5a___NREC_B.Spot 9152.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a326fc1a-66ff-4ca1-b19c-2ce6cb760cd9___JR_B.Spot 9011.JPG,Pepper__bell___Bacterial_spot_a326fc1a-66ff-4ca1-b19c-2ce6cb760cd9___JR_B.Spot 9011.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a32c2976-7ef3-4dfa-95d8-c3c056b36012___JR_B.Spot 3145.JPG,Pepper__bell___Bacterial_spot_a32c2976-7ef3-4dfa-95d8-c3c056b36012___JR_B.Spot 3145.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a3364e6c-34f8-4bcd-a9bf-c5644b89a60e___JR_B.Spot 8886.JPG,Pepper__bell___Bacterial_spot_a3364e6c-34f8-4bcd-a9bf-c5644b89a60e___JR_B.Spot 8886.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a3407dfc-9a97-4dd4-b484-527da44a161c___JR_B.Spot 9029.JPG,Pepper__bell___Bacterial_spot_a3407dfc-9a97-4dd4-b484-527da44a161c___JR_B.Spot 9029.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a3736622-1bd1-4e57-8aa0-2b8ed898c2a4___NREC_B.Spot 9095.JPG,Pepper__bell___Bacterial_spot_a3736622-1bd1-4e57-8aa0-2b8ed898c2a4___NREC_B.Spot 9095.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a3ba123a-0100-4f00-9166-9451474e5a8e___NREC_B.Spot 9229.JPG,Pepper__bell___Bacterial_spot_a3ba123a-0100-4f00-9166-9451474e5a8e___NREC_B.Spot 9229.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a3d85f88-fcbd-42d9-9cf1-509e92b37929___NREC_B.Spot 9158.JPG,Pepper__bell___Bacterial_spot_a3d85f88-fcbd-42d9-9cf1-509e92b37929___NREC_B.Spot 9158.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a3f4ee94-8c9f-4c38-8e64-b3928e6b3a95___JR_B.Spot 3204.JPG,Pepper__bell___Bacterial_spot_a3f4ee94-8c9f-4c38-8e64-b3928e6b3a95___JR_B.Spot 3204.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a3f51b14-cfbc-4e34-bca0-2ff18996184d___JR_B.Spot 8841.JPG,Pepper__bell___Bacterial_spot_a3f51b14-cfbc-4e34-bca0-2ff18996184d___JR_B.Spot 8841.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a3fad4a2-1e15-4bfd-9293-56f57540b44f___JR_B.Spot 9018.JPG,Pepper__bell___Bacterial_spot_a3fad4a2-1e15-4bfd-9293-56f57540b44f___JR_B.Spot 9018.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a40f6c5e-3e3b-43e8-95da-10b90705262f___NREC_B.Spot 9124.JPG,Pepper__bell___Bacterial_spot_a40f6c5e-3e3b-43e8-95da-10b90705262f___NREC_B.Spot 9124.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a47d3b9e-eda3-4de2-b8a9-f5505e28d309___JR_B.Spot 3118.JPG,Pepper__bell___Bacterial_spot_a47d3b9e-eda3-4de2-b8a9-f5505e28d309___JR_B.Spot 3118.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a50c5b48-03df-44af-8dac-62976376a4cd___JR_B.Spot 3247.JPG,Pepper__bell___Bacterial_spot_a50c5b48-03df-44af-8dac-62976376a4cd___JR_B.Spot 3247.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a57dafc2-4c11-4cd6-8e21-a01d17394753___NREC_B.Spot 9103.JPG,Pepper__bell___Bacterial_spot_a57dafc2-4c11-4cd6-8e21-a01d17394753___NREC_B.Spot 9103.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_a58df0b5-76f7-4f63-957c-660ec21414b4___NREC_B.Spot 1943.JPG,Pepper__bell___Bacterial_spot_a58df0b5-76f7-4f63-957c-660ec21414b4___NREC_B.Spot 1943.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
